3.728000000000000114e+02,9.951999999999999735e-01,9.980005534691127611e-01,3.158419900597776719e-02,9.885000000000000453e-01,9.786847083464770281e-01,3.153201769533309912e-02
3.681999999999999886e+02,9.882999999999999563e-01,9.781030577229086198e-01,3.153042810553717545e-02,9.371000000000000441e-01,8.178346895887851353e-01,3.104916612722969857e-02
3.655000000000000000e+02,9.815000000000000391e-01,9.581462226493631107e-01,3.147523103182250231e-02,9.173999999999999932e-01,7.486333461405527689e-01,3.081341819832895956e-02
3.633999999999999773e+02,9.780999999999999694e-01,9.480324935688938526e-01,3.144676509034547568e-02,9.127999999999999448e-01,7.316978096206158133e-01,3.075316091372270327e-02
3.616999999999999886e+02,9.697000000000000064e-01,9.226390311763839058e-01,3.137380204316531085e-02,8.978000000000000425e-01,6.740753608688937470e-01,3.054112597358873624e-02
3.603999999999999773e+02,9.673000000000000487e-01,9.152731701742093939e-01,3.135223296291700379e-02,8.826000000000000512e-01,6.112810194302253919e-01,3.029984336901164754e-02
3.508999999999999773e+02,8.048999999999999488e-01,1.194366372218697153e-01,3.354112504486753132e-02,8.112000000000000322e-01,1.867332857455705486e-01,3.080060630100822650e-02
3.513000000000000114e+02,8.235000000000000098e-01,2.897219545905935778e-01,2.955923397286687460e-02,8.167999999999999705e-01,2.369863896366594391e-01,2.993638150984416144e-02
3.518999999999999773e+02,8.408999999999999808e-01,4.039272426259971627e-01,2.955816450018131092e-02,8.217999999999999750e-01,2.769503243163973227e-01,2.961682147617849051e-02
3.526999999999999886e+02,8.618000000000000105e-01,5.159037029695640042e-01,2.992775710165852115e-02,8.289999999999999591e-01,3.287404213123255592e-01,2.947574475769112676e-02
3.531999999999999886e+02,8.768000000000000238e-01,5.859198018498603666e-01,3.020051961319369233e-02,8.344000000000000306e-01,3.642081672469094644e-01,2.948576462915597149e-02
3.536999999999999886e+02,8.833999999999999631e-01,6.147136003434180429e-01,3.031323234805824787e-02,8.407000000000000028e-01,4.027472449017696077e-01,2.955533537142079545e-02
3.543000000000000114e+02,9.015999999999999570e-01,6.890448882431443600e-01,3.059719542999269487e-02,8.459999999999999742e-01,4.332188430860966499e-01,2.963826827014080095e-02
3.548000000000000114e+02,9.156999999999999584e-01,7.424117650159419712e-01,3.079139579538871935e-02,8.527000000000000135e-01,4.696180253492677759e-01,2.975759769192821633e-02
3.553000000000000114e+02,9.264000000000000012e-01,7.808827824762319958e-01,3.092540209135238166e-02,8.570999999999999730e-01,4.924108071907421502e-01,2.983957623165226294e-02
3.566000000000000227e+02,9.459999999999999520e-01,8.475340355612585030e-01,3.114509315172840978e-02,8.662999999999999590e-01,5.376513490382537341e-01,3.001151200331575106e-02
3.576000000000000227e+02,9.553000000000000380e-01,8.776565763152186506e-01,3.123918329441684530e-02,8.695000000000000506e-01,5.527102562342939285e-01,3.007022339743423839e-02
3.585000000000000000e+02,9.624000000000000332e-01,9.000749785920292290e-01,3.130714502986214898e-02,8.810000000000000053e-01,6.043693512980790050e-01,3.027283695559675192e-02
